linha,transacoes,cartoes_unicos,vl_linha_medio,vl_trans_medio,vl_subsidio_total,pct_subsidio_medio
DOL302 - Rio de Janeiro - Macaé (via RJ-104),84,38,68.32,68.32,0.0,
538 - DUQUE DE CAXIAS X NITEROI (V. RODOV. NOVO RIO),83,79,15.55,8.02,625.3,60.93
DOL298 - Rio de Janeiro - Campos (via PPCS/via Expressa),82,38,92.6,92.6,0.0,
584 - NITEROI X ARARUAMA AC,81,76,51.6,51.6,0.0,
110503 - VILA SÃO LUIZ - CENTRAL,80,76,9.25,7.46,142.95,24.53
524MA - NITEROI X PONTAL,79,74,6.35,5.75,47.2,57.17
DOL43 - Nova Friburgo - Duas Barras,78,9,13.4,13.4,0.0,
"122T - ITAGUAÍ - MANGARATIBA ""SA""",78,70,8.1,7.36,57.9,89.35
608I - N. IGUAÇU-NS DO ROSÁRIO (V.MARILÉIA E AUSTIN),77,75,5.95,5.49,35.1,65.55
502 - ALCANTARA X CURUZU,76,73,7.0,6.52,36.25,57.54
103C - DUQUE DE CAXIAS - PRAÇA MAUÁ (VIA 25 AGOSTO),75,75,9.25,8.05,89.8,18.32
R5BCO - ESTAÇÃO BONSUCESSO - SUPERVIA,75,71,7.6,5.98,121.7,35.58
211 - Armação dos Búzios - Macaé - VIA RJ-102/RJ-106,74,53,32.0,32.0,0.0,
4144R - NITEROI - ITAIPUACU TA,74,72,18.97,10.11,367.85,34.65
MB36 - ALCÂNTARA - ITABORAÍ,72,65,6.35,5.41,16.85,88.45
112 - Avelar - Miguel Pereira - VIA RJ-125,72,64,5.85,5.85,0.0,
124 - Itaguaí - Muriqui - VIA BR-101,72,64,8.9,7.74,83.5,37.53
500R - MARICÁ X ALCÂNTARA SAC,71,70,12.65,9.36,233.65,36.94
730-DA - CHARITAS - CASTELO VIA FONSECA,71,64,10.4,8.1,163.0,40.19
211 - ARMACAO DOS BUZIOS X MACAE - VIA RJ-102/RJ-106,70,50,32.0,32.0,0.0,
DOL46 - Nova Friburgo - Itaperuna,70,10,10.57,10.57,0.0,
213 - Cabo Frio - Macaé - VIA RJ-140/RJ-106,69,50,36.7,36.7,0.0,
725-DA - FONSECA - SÃO CRISTÓVÃO,69,68,10.4,8.54,128.05,34.2
460I - NOVA IGUACU X DELAMARE,67,63,5.95,5.44,34.4,64.24
R5PHA - ESTAÇÃO PENHA - SUPERVIA,67,62,7.6,5.87,115.7,41.14
2100 - TERESOPOLIS X GUAPIMIRIM SA,67,63,9.55,9.55,0.0,
1400 - TERESOPOLIS X MAGE,66,61,13.15,13.15,0.0,
134 - Casimiro de Abreu - Rio das Ostras - VIA BR-101/RJ-162,64,47,15.05,15.05,0.0,
DOL140 - Rio de Janeiro - Petrópolis,64,37,37.66,37.66,0.0,
212 - Barra de São João - Macaé - VIA RJ-106,64,58,16.35,16.35,0.0,
R2VMR - ESTAÇÃO VILA MILITAR - SUPERVIA,62,59,7.6,6.57,63.55,34.84
109 - Arcozelo - Governador Portela - VIA RJ-125,62,59,6.7,6.7,0.0,
R5RMS - ESTAÇÃO RAMOS - SUPERVIA,61,58,7.6,6.13,89.55,34.66
488P - BOA ESPERANÇA - CENTRAL,61,57,12.65,9.41,197.4,33.2
4146D - ITAIPUACU - CASTELO TA,60,57,22.29,13.77,471.4,51.82
554I - CAXIAS X MANTIQUEIRA,59,56,6.22,5.86,20.9,54.86
554 - NITERÓI X VÁRZEA DAS MOÇAS (VIA TRIBOBÓ),59,58,8.9,8.19,41.75,13.03
156 - MACAE - QUISSAMA (VIA CARAPEBUS),58,57,11.46,11.46,0.0,
479I - NOVA IGUAÇU - P. DE LUCAS ( VIA DEORORO),57,55,5.95,5.21,42.25,71.01
600M - TANGUÁ - ITABORAÍ (VIA POSSE),57,39,5.95,5.73,12.55,70.31
200 - Guapimirim x Teresópolis,57,55,10.5,10.5,0.0,
131 - CABO FRIO - RIO DAS OSTRAS,55,30,24.1,24.1,0.0,
415TMS2 - BARRA DA TIJUCA - MAGE,55,54,17.95,10.0,311.75,62.03
592I - JAPERI - PAVUNA,55,52,8.1,7.04,58.2,79.83
128015 - J. BOTÂNICO - CASCADURA (PREF),54,53,5.95,5.09,46.25,55.52
R5MGS - ESTAÇÃO MANGUINHOS - SUPERVIA,54,51,7.6,5.82,96.2,34.21
115 - Conceição de Macabu x Macaé;,54,40,15.55,15.55,0.0,
585I - NOVA IGUAÇU - JACERUBA,53,46,5.95,5.63,16.7,56.13
562 - PETROPOLIS X SAO JOSE A,52,47,16.78,16.78,0.0,
815 - MAGE X VALE DAS PEDRINHAS,51,46,5.95,5.32,32.35,77.67
515I - QUEIMADOS - CAMPO ALEGRE,50,42,5.95,5.5,22.45,62.89
DOL31 - Itaperuna - Campos (via Cardoso Moreira),50,7,30.97,30.97,0.0,
670 - C.DE MACACU - FRIBURGO URB,49,42,16.3,16.3,0.0,
303 - Cabo Frio - Rio de Janeiro - VIA RJ-106,48,19,66.6,66.6,0.0,
B110 - RIO BONITO - SILVA JARDIM ( VIA BR-101 ),48,39,10.0,10.0,0.0,
438P - CACARIA - SEROPÉDICA,48,31,6.25,6.25,0.0,
206 - Arcozelo - Japeri - VIA RJ-125,48,30,20.8,20.8,0.0,
DOL23 - Campos - Nova Friburgo (via Ibipeba),47,7,11.85,11.85,0.0,
DOL173 - Teresópolis - Magé,46,23,16.41,16.41,0.0,
805 - MAGE X PARAISO,45,44,8.1,7.92,8.1,100.0
DOL310 - Rio de Janeiro - Nova Friburgo (via PPCS/via Expressa),44,17,58.01,58.01,0.0,
DOL167 - Castelo - Petrópolis,44,11,34.54,34.54,0.0,
128005 - J. BOTÂNICO - CAXIAS,44,42,5.95,4.69,55.6,71.88
NIGUACU - PETRÓPOLIS - NOVA IGUAÇU,44,43,16.12,16.12,0.0,
DOL26 - Campos - São Fidélis (via Ernesto Machado),43,4,20.9,20.9,0.0,
461I - NOVA IGUACU X FABRICA DE POLVORA,43,43,5.95,5.39,24.15,57.98
703-M - MANILHA - LARGO DA IDEIA ( VIA ESTRADA DO SAPÊ ),42,40,6.35,5.69,27.8,54.72
R5ORA - ESTAÇÃO OLARIA - SUPERVIA,41,39,7.6,6.11,60.95,34.87
DOL160 - Nova Iguaçu - Petrópolis,41,18,21.16,21.16,0.0,
565 - ANDRADE PINTO X TRES RIOS,40,40,5.39,5.39,0.0,
104C - CAXIAS - PRAÇA MAUÁ (CAIS PORTO\VIGÁRIO GERAL SEM AR),40,40,9.25,6.57,107.15,41.37
123 - Itaguaí - Mangaratiba - VIA BR-101,39,37,8.9,8.6,11.7,14.6
R5CES - ESTAÇÃO CAMPOS ELÍSIOS - SUPERVIA,39,36,7.6,6.02,61.55,35.21
683 - C.DE MACACU - FRIBURGO LIGHT,38,37,16.3,16.3,0.0,
100R - MARICA - ITABORAI (VIA RJ-114) SAC,37,34,12.65,10.66,73.8,32.41
DOL321 - Rio de Janeiro - Saquarema,37,7,39.73,39.73,0.0,
200 - N.IGUACUXB.ROXO (AREIA BRANCA),36,35,5.95,5.56,14.1,59.24
179 - CHARITAS X GALEAO,35,34,12.65,8.73,137.35,57.15
301 - Araruama - Rio de Janeiro - VIA RJ-106,35,22,50.5,50.5,0.0,
DOL241 - Macaë - Campos (via RJ-106),35,16,48.8,48.8,0.0,
599I - MIGUEL COUTO X PAVUNA,34,34,5.95,5.11,28.6,68.67
208 - Carapebus x Rio das Ostras,33,33,13.2,13.2,0.0,
P700 - ARCOZELO X GOVERNADOR PORTELA,33,32,6.1,6.1,0.0,
R5VGL - ESTAÇÃO VIGÁRIO GERAL - SUPERVIA,33,33,7.6,6.02,52.0,34.21
DOLN450 - Campos - Grussai (Via Lagoa) - Sa,32,8,13.21,13.21,0.0,
DOL380 - Rio de Janeiro - Arraial do Cabo,32,16,75.71,75.71,0.0,
DOL375 - RIO DE JANEIRO - PARAÍBA DO SUL,31,6,43.92,43.92,0.0,
DOL78 - Rio de Janeiro - Barra Mansa (via C. Grande e Volta Redonda),31,15,36.43,36.43,0.0,
R5PLS - ESTAÇÃO LUCAS - SUPERVIA,30,29,7.6,5.67,57.85,38.06
R5BPA - ESTAÇÃO BRÁS DE PINA - SUPERVIA,30,30,7.6,5.87,51.8,35.87
DOL8 - Nova Iguaçu - Angra dos Reis,30,8,54.07,54.07,0.0,
302 - Araruama - Niterói - VIA RJ-106,30,23,43.3,43.3,0.0,
765I - PIABETÁ - XERÉM (VIA NOVA CAMPINA E IMBARIÊ),30,28,5.95,5.48,13.95,58.62
R5PCR - ESTAÇÃO PENHA CIRCULAR - SUPERVIA,29,28,7.6,6.13,42.75,35.16
R5CDL - ESTAÇÃO CORDOVIL - SUPERVIA,28,28,7.6,6.26,37.55,35.29
214 - Cachoeiras de Macacu - Nova Frigurgo - VIA RJ-116,27,23,17.95,17.95,0.0,
DOL190 - Castelo - Teresópolis,27,8,44.24,44.24,0.0,
6144R - RUA 126 X NITEROI (TA),27,27,14.43,10.94,94.3,32.41
MP779 - MIGUEL PEREIRA - VALE DAS VIDEIRAS,26,23,6.32,6.32,0.0,
101C - DUQUE DE CAXIAS - CENTRAL (VIA VIGÁRIO GERAL),26,26,9.25,6.8,63.65,36.22
DOL166 - Barra da Tijuca - Petrópolis,25,3,26.08,26.08,0.0,
MAN-IGD - MANGARATIBA X I.GRANDE,25,1,7.7,7.7,0.0,
587 DK - NITEROI-ARARUAMA V.SERRA URB,25,22,24.8,24.8,0.0,
100R - MARICÁ X ITABORAÍ (VIA RJ-114) SAC,25,25,12.65,10.85,45.1,32.41
DOL182 - Niterói - Teresópolis,24,16,35.12,35.12,0.0,
501P - MIGUEL COUTO- CENTRAL ( PARADOR ),24,24,12.65,8.95,88.9,41.34
136 - Rio Bonito - Silva Jardim - VIA BR-101/RJ-140,24,24,11.0,11.0,0.0,
DOL152 - Nova Iguaçu - Petrópolis,24,12,22.76,22.76,0.0,
DOL81 - Rio de Janeiro - Barra Mansa (via Volta Redonda),24,13,48.9,48.9,0.0,
DOL294 - Rio de Janeiro - Cabo Frio,23,4,72.86,72.86,0.0,
DOL222 - Campos - Cabo Frio,23,13,43.41,43.41,0.0,
DOL153 - Nova Iguaçu - Petrópolis,22,5,23.73,23.73,0.0,
XEREM - PETRÓPOLIS X XEREM,22,18,14.9,14.9,0.0,
DOL16 - Bom Jesus do Itabapoana - Campos (via Santo Eduardo),22,2,15.2,15.2,0.0,
DOL245 - Macaé - Nova Friburgo,21,10,30.81,30.81,0.0,
DOL181 - Teresópolis - Petrópolis,21,9,18.65,18.65,0.0,
DOL18 - Bom Jesus do Itabapoana - Santa Maria (via Santo Eduardo),21,1,10.81,10.81,0.0,
DOL233 - Itaperuna - Arraial do Cabo (via RJ-106),20,15,53.84,53.84,0.0,
DOL281 - Nova Friburgo - São Sebastião do Alto,20,5,17.23,17.23,0.0,
586 - TRES RIOS X PARAIBA DO SUL - MICROONIBUS,20,20,5.4,5.4,0.0,
DOL430 - CAMPOS- CHAPEU DO SOL,19,3,10.88,10.88,0.0,
415TMV2 - BARRA DA TIJUCA - MAGE,19,19,17.95,9.83,136.3,63.28
DOL47 - Nova Friburgo - Jamapará (via Carmo),19,2,23.73,23.73,0.0,
R4CRA - ESTAÇÃO COELHO DA ROCHA - SUPERVIA,19,19,7.6,6.24,25.8,37.72
DOL234 - Itaperuna - Macaé,18,6,38.99,38.99,0.0,
DOL161 - Duque de Caxias - Petrópolis,18,6,20.92,20.92,0.0,
126 - Araruama - Cabo Frio - VIA RJ-106,18,18,8.35,8.35,0.0,
980 - NITEROI - SAQUREMA,17,17,38.2,38.2,0.0,
557I - DUQUE DE CAXIAS - PILAR (VIA FUNDAÇÃO CRISTO REDENTOR),17,17,5.95,5.05,15.25,85.43
DOL35 - Itaperuna - Porciuncula,17,6,14.58,14.58,0.0,
DOL278 - Nova Friburgo - Macuco (via Cantagalo),17,7,9.64,9.64,0.0,
DOL401 - TRÊS RIOS X SAPUCAIA,17,9,15.18,15.18,0.0,
DOL403 - NITEROI - PARATI (VIA NOVO RIO),17,8,70.73,70.73,0.0,
133 - Casimiro de Abreu - Rio Bonito - VIA BR-101,17,16,25.4,25.4,0.0,
653 - FRIBURGO - S.M.MADALENA URB,17,16,11.9,11.9,0.0,
DOL154 - Castelo - Petrópolis,16,5,38.41,38.41,0.0,
DOL262 - Niterói - Pureza (via Cambuci),16,9,61.93,61.93,0.0,
DOL9 - Campo Grande - Angra dos Reis,15,6,41.99,41.99,0.0,
595 - TRES RIOS X BEMPOSTA,15,10,4.3,4.3,0.0,
DOL145 - Campo Grande - Petrópolis,15,4,41.56,41.56,0.0,
DOL39 - Itaperuna - Santo Antonio de Pádua (via Laje de Muriaé),15,3,11.23,11.23,0.0,
DOL304 - Rio de Janeiro - Miracema (via Venda das Pedras),15,5,99.07,99.07,0.0,
DOL319 - Rio de Janeiro - São Pedro da Aldeia (via Sampaio Correa),15,9,48.33,48.33,0.0,
DOL274 - Nova Friburgo - Cachoeiras de Macacu,15,7,15.31,15.31,0.0,
DOL290 - Rio de Janeiro - Arraial do Cabo,15,10,53.65,53.65,0.0,
488 - BOA ESPERANÇA - CENTRAL,15,15,12.65,8.39,63.95,50.55
DOL288 - Rio de Janeiro - Araruama (via Sampaio Correa),14,6,46.67,46.67,0.0,
718D - ALCÂNTARA - MADUREIRA ( VIA PRAÇA DA NAÇÕES/PENHA ),14,14,15.2,11.59,50.5,47.46
DOL157 - Castelo - Itaipava (via Bingen),14,6,39.78,39.78,0.0,
R4PVA - PAVUNA,13,12,7.6,4.4,41.65,60.89
113 - Miguel Pereira - Três Rios - VIA RJ-125/RJ-131,13,13,24.25,24.25,0.0,
561A - DUQUE DE CAXIAS  FREGUESIA (VIA JACAREPAGUÁ),13,13,10.4,7.58,36.65,39.16
DOL252 - Niterói - Araruama (via RJ-106),13,2,51.6,51.6,0.0,
DOL292 - Rio de Janeiro - Bom Jesus do Itabapoana (via BR-101),13,5,66.35,66.35,0.0,
DOL34 - Itaperuna - Lage de Muriaé,12,1,8.5,8.5,0.0,
MAD - PETRÓPOLIS - MADUREIRA,12,11,30.62,30.62,0.0,
DOL172 - Nova Iguaçu - Petrópolis,12,4,23.3,23.3,0.0,
1700 - TERESOPOLIS X SÃO JOSE DO  VALE DO RIO PRETO,12,10,16.06,16.06,0.0,
DOL107 - NITEROI - PARATY,12,6,79.78,79.78,0.0,
DOL284 - Nova Iguaçu - Cabo Frio (via Duque de Caxias),12,4,77.04,77.04,0.0,
DOL54 - São Fidélis - Nova Friburgo (via Portela),11,2,21.19,21.19,0.0,
304 - Cachoeiras de Macacu - Rio de Janeiro - VIA RJ-116/BR-101,11,8,29.6,29.6,0.0,
553M - NITERÓI - SACRAMENTO ( VIA BAIRRO LEGIÃO ),11,11,8.1,8.1,0.0,
DOL192 - Teresópolis - Rio das Ostras (via São Pedro da Aldeia),11,4,59.65,59.65,0.0,
204 - Rio das Ostras - Teresópolis - VIA BR-101,11,5,86.85,86.85,0.0,
DOL312 - Rio de Janeiro - Quissamã,11,6,74.16,74.16,0.0,
DOL382 - Rio de Janeiro - Farol de São Tomé,11,6,102.44,102.44,0.0,
DOL96 - Petrópolis - Três Rios (via BR-040),11,6,27.95,27.95,0.0,
DOL376 - NITERÓI - WERNECK,10,3,56.93,56.93,0.0,
R4MMA - ESTAÇÃO MERCADÃO DE MADUREIRA - SUPERVIA,10,10,7.6,6.82,7.8,34.21
1200 - TERESOPOLIS X NOVA FRIBURGO,10,9,26.24,26.24,0.0,
DOL223 - Campos - Nova Iguaçu (via BR-101/Macaé),10,5,77.78,77.78,0.0,
DOL291 - Rio de Janeiro - Barra de Itabapoana,10,3,78.25,78.25,0.0,
DOL217 - Bom Jesus do Itabapoana - Macaé,9,5,40.96,40.96,0.0,
DOL86 - Rio de Janeiro - Resende,9,4,62.16,62.16,0.0,
DOL170 - Niterói - Petrópolis (via PPCS),9,6,36.86,36.86,0.0,
701-M - ITABORAÍ - LARGO DA IDEIA,9,9,6.35,6.35,0.0,
654 - FRIBURGO - T.DE MORAIS URB,9,9,14.36,14.36,0.0,
169 - CAMPOS X QUISSAMÃ VIA CONDE DE ARARUAMA AC,9,9,25.35,25.35,0.0,
DOL254 - Niterói - Arraial do Cabo (via RJ-106 e Praia Seca),9,3,71.0,71.0,0.0,
DOL342 - Rio de Janeiro(RJ) - Miracema(RJ),9,3,83.72,83.72,0.0,
701R - ITAIPUAÇU - RIO DO OURO,9,9,6.35,6.1,2.25,35.43
DOL383 - Juiz De Fora - Petropolis,8,4,50.62,50.62,0.0,
DOL74 - Niterói - Resende (via PPCS),8,5,43.55,43.55,0.0,
166 - CAMPOS X QUISSAMÃ VIA CONDE DE ARARUAMA,8,8,9.14,9.14,0.0,
DOL169 - Castelo - Petrópolis,8,4,36.87,36.87,0.0,
682 - NOVA FRIBURGO - MONERAT,7,7,8.13,8.13,0.0,
DOL293 - Rio de Janeiro - Cabo Frio,6,5,60.51,60.51,0.0,
DOL364 - Conceição de Macabu-Macaé,6,1,14.45,14.45,0.0,
R4DCO - ESTAÇÃO DEL CASTILHO - SUPERVIA,6,5,7.6,7.17,2.6,34.21
DOL150 - Duque de Caxias - Petrópolis,6,3,21.4,21.4,0.0,
DOL64 - Barra da Tijuca - Resende,6,1,64.56,64.56,0.0,
663 - FRIBURGO - B.DOS PASSOS URB,6,6,16.73,16.73,0.0,
DOL295 - Rio de Janeiro - Campos (via BR-101/RJ-104),6,3,94.34,94.34,0.0,
DOL377 - Niterói - Arraial do Cabo (via RJ-106 e Praia Seca),6,3,90.46,90.46,0.0,
DOL104 - Três Rios - Paraíba do Sul,6,5,5.4,5.4,0.0,
544R - MARICÁ X RIO DO OURO VIA FLAME,6,6,6.85,6.85,0.0,
DOL147 - Castelo - Petrópolis,6,3,34.65,34.65,0.0,
DOL136 - Rio de Janeiro - Vassouras,5,4,64.01,64.01,0.0,
DOL316 - Rio de Janeiro - São João da Barra (via Campos),5,2,119.35,119.35,0.0,
114 - Campos x São Francisco do Itabapoana,5,5,22.5,22.5,0.0,
DOL311 - Rio de Janeiro - Porciúncula (via Niterói/BR-101),5,4,56.48,56.48,0.0,
DOL365 - Conceição de Macabu-Macaé,5,1,18.65,18.65,0.0,
DOL159 - Madureira - Petrópolis,5,1,25.52,25.52,0.0,
DOL456 - BARCELOS - CAMPOS,5,1,4.35,4.35,0.0,
BARRA - PETRÓPOLIS - BARRA DA TIJUCA,5,5,30.58,30.58,0.0,
S100 - CANTAGALO - CORDEIRO,5,4,4.75,4.75,0.0,
167 - CAMPOS X QUISSAMÃ VIA FLECHEIRA E BELA VISTA,5,5,14.75,14.75,0.0,
DOL48 - Porciuncula - Atafona (via São João da Barra),5,2,12.56,12.56,0.0,
DOL2023 - BARRA DA TIJUCA - MACAÉ AC,5,1,85.65,85.65,0.0,
DOL179 - Teresópolis - Nova Friburgo,4,4,29.44,29.44,0.0,
DOL267 - Niterói - Saquarema (via RJ-106),4,2,75.53,75.53,0.0,
DOL306 - Rio de Janeiro - Morro do Côco,4,2,99.58,99.58,0.0,
DOL65 - Barra do Piraí - Nova Iguaçu (via Piraí),4,1,24.18,24.18,0.0,
"1904T - DUQUE DE CAXIAS X CAMPO GRANDE ""A""",4,4,10.4,9.48,3.7,17.79
700 - TERESOPOLIS X CARMO,4,2,32.0,32.0,0.0,
492M - NITERÓI - JARDIM CATARINA ( VIA BR-101 ),4,4,8.1,8.1,0.0,
DOL110 - Barra Mansa - Três Rios,4,4,35.06,35.06,0.0,
DOL133 - Rio de Janeiro - Valença,4,2,56.32,56.32,0.0,
DOL188 - Teresópolis - Madureira,4,2,46.46,46.46,0.0,
DOL318 - Rio de Janeiro - São Pedro da Aldeia (via Rio Bonito),4,2,63.44,63.44,0.0,
DOL107 - Barra Mansa - Três Rios,3,2,28.47,28.47,0.0,
900 - TERESOPOLIS X PETROPOLIS,3,3,16.3,16.3,0.0,
DOL305 - Rio de Janeiro - Miracema (via Venda das Pedras/Niterói),3,1,84.65,84.65,0.0,
DOL253 - Niterói - Arraial do Cabo (via Rio Bonito),3,3,47.4,47.4,0.0,
DOL314 - Rio de Janeiro - Santa Maria Madalena,3,2,26.16,26.16,0.0,
DOL135 - Rio de Janeiro - Vassouras,3,3,57.55,57.55,0.0,
DOL162 - Campo Grande - Petrópolis,3,2,44.61,44.61,0.0,
DOL216 - Bom Jesus do Itabapoana - Arraial do Cabo,3,3,42.3,42.3,0.0,
1600 - TERESOPOLIS - NOVA IGUAÇU,3,3,32.47,32.47,0.0,
DOL185 - Teresópolis - Carmo (via Sumidouro),3,1,39.56,39.56,0.0,
ANG-IGD - ANGRA DOS REIS X I.GRANDE,2,1,7.7,7.7,0.0,
DOL106 - RIO - ANGRA,2,1,39.34,39.34,0.0,
DOL137 - Rio de Janeiro- Arcozelo,2,1,70.62,70.62,0.0,
DOL143 - Niterói - Petrópolis,2,2,43.2,43.2,0.0,
DOL301 - Rio de Janeiro - Macaé (via PPCS/via Expressa),2,2,80.5,80.5,0.0,
DOL303 - Rio de Janeiro - Macaé (via Tribobó/RJ-104),2,2,63.98,63.98,0.0,
DOL289 - Rio de Janeiro - Armação dos Búzios,2,2,74.26,74.26,0.0,
DOL285 - Nova Iguaçu - Nova Friburgo (via Magé),2,1,58.17,58.17,0.0,
DOL373 - RIO DE JANEIRO - TRÊS RIOS,2,2,61.58,61.58,0.0,
DOL320 - Rio de Janeiro - São Sebastião do Alto,2,1,2.55,2.55,0.0,
DOL309 - Rio de Janeiro - Nova Friburgo (via PPCS/RJ-104),2,1,49.56,49.56,0.0,
DOL313 - Rio de Janeiro - Raposo (via BR-101/Niterói),2,1,72.66,72.66,0.0,
215 - Macaé x Rio Bonito,2,2,49.05,49.05,0.0,
108C - DUQUE DE CAXIAS - ESTÁCIO,2,2,9.25,8.9,0.7,7.57
DOL14 - Bom Jesus de Itabapoana - Itaperuna,2,1,10.67,10.67,0.0,
"590I - ITAGUAÍ - NONO (VIA CAÇADOR) ""SA"".",2,2,11.75,11.75,0.0,
DOL72 - Duque de Caxias - Resende,2,1,45.06,45.06,0.0,
415T-MV - BARRA DA TIJUCA - MAGÉ,2,2,17.95,10.9,14.1,78.55
DOL168 - Cabo Frio - Petrópolis (via Araruama),2,1,57.27,57.27,0.0,
DOL264 - Niterói - São Fidélis (via Cambuci),1,1,74.39,74.39,0.0,
DOL25 - Campos - Raposo,1,1,19.18,19.18,0.0,
DOL24 - Campos - Porciuncula,1,1,17.33,17.33,0.0,
DOL218 - Cabo Frio - Friburgo (via Cordeiro e Trajano de Morais),1,1,11.6,11.6,0.0,
DOL441 - BARRADO AÇU - CAMPOS (VIA BAIXA GRANDE),1,1,10.2,10.2,0.0,
FUNDAO - CIDADE UNIVERSITÁRIA - PETRÓPOLIS,1,1,16.5,16.5,0.0,
DOL180 - Teresópolis - São José do Vale do Rio Preto,1,1,20.16,20.16,0.0,
DOL115 - São José do Vale do Rio Preto - Petrópolis,1,1,22.0,22.0,0.0,
DOL126 - Niterói - Valença (via PPCS),1,1,66.48,66.48,0.0,
